Mummy.L,0,0,114,218
Mummy.C,114,0,114,218
Mummy.R,228,0,114,218
Mummy.B,342,0,114,218
Mummy.A,456,0,114,218
Skeleton.L,570,0,141,211
Skeleton.C,711,0,150,204
Skeleton.R,861,0,141,211
Skeleton.B,1002,0,126,210
Skeleton.A,1128,0,94,204
Dethknight.L,1222,0,133,217
Dethknight.C,1355,0,133,217
Dethknight.R,1488,0,133,217
Dethknight.B,1621,0,133,217
Dethknight.A,1754,0,133,217
Couatyl.L,0,218,212,228
Couatyl.C,212,218,133,228
Couatyl.R,345,218,212,228
Couaty.B,557,218,131,224
Couatyl.A,688,218,129,214
Golem.L,817,218,100,233
Golem.C,917,218,118,231
Golem.R,1035,218,100,233
Golem.B,1135,218,122,238
Golem.A,1257,218,110,239
Worm.L,1367,218,265,81
Worm.R,1632,218,265,81
Worm.C,1367,299,96,99
Worm.B,1463,299,169,115
Worm.A,1632,299,113,142
Giggler.L,0,446,110,105
Giggler.C,110,446,110,105
Giggler.R,220,446,110,105
Giggler.B,330,446,110,105
Rat.L,440,446,237,156
Rat.C,677,446,127,151
Rat.R,804,451,237,156
Rat.B,1041,456,139,153
Rat.A,1180,457,137,153
Screamer.C,1317,457,128,152
Screamer.A,1445,457,128,152
Rockpile.C,1573,457,143,135
Rockpile.A,1716,457,143,135
Scorpion.L,0,551,237,199
Scorpion.C,237,602,255,200
Scorpion.R,492,602,233,198
Scorpion.B,725,607,221,190
Scorpion.A,946,607,251,187
Spider.L,1197,609,212,187
Spider.C,1409,609,260,167
Spider.R,1669,609,212,187
Spider.B,1282,802,257,162
Spider.A,1539,796,260,202
Dragon.L,0,802,288,207
Dragon.C,288,802,236,205
Dragon.R,524,802,288,207
Dragon.B,812,802,230,206
Dragon.A,1042,802,240,207
