ShadowMask,624,147,174,326
ItemMask,950,70,32,32
Editor,799,147,232,142
StatsMask,799,290,232,166
ChampionInterface,0,0,448,326
Resurrect,449,0,232,146
MovementButtons,449,147,174,109
ActionButtons,449,257,174,109
SpellTitle1:1,441,610,174,22
SpellTitle1:2,616,610,174,22
SpellTitle2:2,441,633,174,22
SpellTitle1:3,616,633,174,22
SpellTitle2:3,441,656,174,22
SpellTitle3:3,616,656,174,22
SpellTitle1:4,791,587,174,22
SpellTitle2:4,791,610,174,22
SpellTitle3:4,791,633,174,22
SpellTitle4:4,791,656,174,22
SpellButtons,449,367,174,80
Champion0,682,0,133,69
Champion1,816,0,133,69
Champion2,682,70,133,69
Champion3,816,70,133,69
ChestPanel,0,327,282,180
ScrollPanel,0,508,287,152
WeaponMiss,288,327,147,81
WeaponHit1,288,409,147,81
WeaponHit2,288,491,152,81
WeaponHit3,288,573,152,81
Poisoned,449,448,171,39
ChampionIconG,449,488,32,32
ChampionIconY,482,488,32,32
ChampionIconR,515,488,32,32
ChampionIconB,548,488,32,32
HurtTorso,449,521,32,32
HurtHand,482,521,32,32
HurtWeapon,515,521,32,32
HurtHead,548,521,32,32
HurtFeet,581,521,32,32
HurtLegs,614,521,32,32
ChampionHand0,779,474,42,90
ChampionHand1,822,474,42,90
ChampionHand2,865,474,42,90
ChampionHand3,908,474,42,90
Dead,950,0,64,58
TurnLeft,441,558,56,51
MoveForward,498,558,54,51
TurnRight,553,558,56,51
MoveLeft,610,558,56,51
MoveBack,667,558,54,51
MoveRight,722,558,56,51
ChampionMask,647,488,87,69
ChampionDamage,779,565,86,16
NutritionShadow,195,661,194,12
WaterLevel,0,674,194,12
FoodLevel,0,661,194,12
