Wood.C3,0,0,202,213
WoodW.C3,203,0,202,213
WoodFancy.C3,406,0,202,213
Black.C3,609,0,202,213
BlackW.C3,812,0,202,213
Grate.C3,1015,0,202,213
Metal.C3,1218,0,202,213
MetalFancy.C3,1421,0,202,213
Glass.C3,0,214,202,213
GrateBroken.C3,203,214,202,213
WoodBroken.C3,406,214,202,213
Red.C3,609,214,202,213
Wood.C2,0,428,134,141
WoodW.C2,135,428,134,141
WoodFancy.C2,270,428,134,141
Black.C2,405,428,134,141
BlackW.C2,540,428,134,141
Grate.C2,675,428,134,141
Metal.C2,810,428,134,141
MetalFancy.C2,945,428,134,141
Red.C2,1080,428,134,141
Glass.C2,1215,428,134,141
GrateBroken.C2,1350,428,134,141
WoodBroken.C2,1485,428,134,141
Wood.C1,0,570,100,106
WoodW.C1,101,570,100,106
WoodFancy.C1,202,570,100,106
Black.C1,303,570,100,106
BlackW.C1,404,570,100,106
Grate.C1,505,570,100,106
Metal.C1,606,570,100,106
MetalFancy.C1,707,570,100,106
Red.C1,808,570,100,106
Glass.C1,909,570,100,106
GrateBroken.C1,1010,570,100,106
WoodBroken.C1,1111,570,100,106
Frame.C3,0,677,320,267
FrameButton.C3,321,677,320,267
FrameKey.C3,642,677,320,267
Frame.C2,963,677,208,170
FrameButton.C2,1172,677,208,170
FrameKey.C2,1381,677,208,170
Doortrack.C3,1590,677,40,302
Frame.C1,0,945,152,122
FrameButton.C1,153,945,152,122
FrameKey.C1,306,945,152,122
