StairsUp.C3,0,0,320,267
StairsDown.C3,321,0,320,267
StairsDown.R3,642,0,64,267
StairsDown.L3,707,0,120,267
StairsUp.L3,828,0,64,267
StairsUp.R3,893,0,120,267
StairsUpRail.L3,1014,0,120,267
StairsUpRail.R3,1135,0,120,267
StairsDownRail.R3,1256,0,120,267
StairsDownRail.L3,1377,0,120,267
StairsUpRail.L4,1498,0,64,326
StairsUpRail.R4,1622,0,64,326
StairsDownRail.L4,1563,0,64,326
StairsDownRail.R4,1687,0,64,326
StairsUp.C2,0,268,208,170
StairsDown.C2,209,268,208,170
StairsDown.L2,418,268,150,170
StairsDown.R2,569,268,150,170
StairsUp.L2,720,268,150,170
StairsUp.R2,871,268,150,170
StairsUpRail.R2,1022,268,150,170
StairsUpRail.L2,1173,268,150,170
StairsDownRail.R2,1324,268,150,170
StairsDownRail.L2,1475,268,150,170
StairsUp.C1,0,439,152,122
StairsDown.C1,153,439,152,122
StairsUp.L1,306,439,170,122
StairsUp.R1,477,439,170,122
StairsDown.L1,648,439,170,122
StairsDown.R1,819,439,170,122
StairsUp.C4,990,439,448,111
StairsDown.C4,1439,439,448,104
