Wall.L4,449,0,64,326
Wall.R4,514,0,64,326
Wall.L3,579,0,120,267
Wall.C3,700,0,320,267
Wall.R3,1021,0,120,267
Writing.L3,1142,0,120,267
Writing.C3,1263,0,320,267
Writing.R3,1584,0,120,267
Alcove.L3,579,268,120,267
Alcove.C3,700,268,320,267
Alcove.R3,1021,268,120,267
Altar.L3,1142,268,120,267
Altar.C3,1263,268,320,267
AltarAnimation.C3,1274,787,174,133
Altar.R3,1584,268,120,267
Fountain.L3,579,536,129,267
Fountain.C3,709,536,320,267
Fountain.R3,1030,536,129,267
Teleport.C4,0,327,448,326
Teleport.L4,449,327,64,326
Teleport.R4,514,327,64,326
Teleport.L3,0,654,120,267
Teleport.C3,121,654,320,267
Teleport.R3,442,654,120,267
PillarBrick.L3,1304,536,57,251
PillarBrick.C3,1160,536,143,251
PillarBrick.R3,1362,536,57,251
PillarStone.L3,1563,536,57,250
PillarStone.C3,1420,536,142,250
PillarStone.R3,1621,536,57,250
Background.C0,0,0,448,326
