WallcrackB.C3,0,0,60,44
WallcrackBP.C3,61,0,60,44
Wallcrack.L3,122,0,5,30
Wallcrack.C3,128,0,60,44
Wallcrack.R3,189,0,8,35
Wallcrack.L2,198,0,3,18
Wallcrack.C2,202,0,38,28
Wallcrack.R2,241,0,6,33
Wallcrack.L1,248,0,3,13
Wallcrack.C1,252,0,26,19
Wallcrack.R1,279,0,7,15
Walldrain.L3,287,0,10,56
Walldrain.C3,298,0,48,68
Walldrain.R3,347,0,10,56
Walldrain.L2,358,0,7,36
Walldrain.C2,366,0,30,43
Walldrain.R2,397,0,7,36
Walldrain.L1,405,0,5,27
Walldrain.C1,411,0,21,30
Walldrain.R1,433,0,5,27
Wallslime.L3,438,0,13,39
Wallslime.C3,453,0,51,41
Wallslime.R3,505,0,13,39
Wallslime.L2,519,0,9,27
Wallslime.C2,529,0,36,29
Wallslime.R2,567,0,9,27
Wallslime.L1,577,0,7,20
Wallslime.C1,585,0,26,21
Wallslime.R1,612,0,7,20
Wallhook.L3,0,69,10,27
Wallhook.C3,11,69,49,44
Wallhook.R3,61,69,10,27
Wallhook.L2,72,69,7,19
Wallhook.C2,80,69,32,29
Wallhook.R2,113,69,7,19
Wallhook.L1,121,69,5,12
Wallhook.C1,127,69,22,20
Wallhook.R1,150,69,5,12
Wallring.L3,156,69,9,31
Wallring.C3,166,69,49,46
Wallring.R3,216,69,9,31
Wallring.L2,226,69,6,22
Wallring.C2,233,69,32,30
Wallring.R2,266,69,6,22
Wallring.L1,273,69,4,14
Wallring.C1,278,69,22,21
Wallring.R1,301,69,4,14
Wallgrate.L3,306,69,13,50
Wallgrate.C3,320,69,76,47
Wallgrate.R3,397,69,13,50
Wallgrate.L2,411,69,9,35
Wallgrate.C2,421,69,49,31
Wallgrate.R2,471,69,9,35
Wallgrate.L1,481,69,7,25
Wallgrate.C1,489,69,38,24
Wallgrate.R1,528,69,7,25
Stonebutton.L3,536,69,19,10
Stonebutton.C3,556,69,64,16
