Iaido.C3,0,0,64,58
Zed.C3,65,0,64,58
Chani.C3,130,0,64,58
Hawk.C3,195,0,64,58
Boris.C3,260,0,64,58
Alex.C3,325,0,64,58
Nabi.C3,0,59,64,58
Hissssa.C3,65,59,64,58
Gothmog.C3,130,59,64,58
Sonja.C3,195,59,64,58
Leyla.C3,260,59,64,58
Mophus.C3,326,59,64,58
Wuuf.C3,0,118,64,58
Stamm.C3,65,118,64,58
Azizi.C3,130,118,64,58
Leif.C3,195,118,64,58
Tiggy.C3,260,118,64,58
Wu Tse.C3,325,118,64,58
Daroou.C3,0,177,64,58
Halk.C3,65,177,64,58
Syra.C3,130,177,64,58
Gando.C3,195,177,64,58
Linflas.C3,260,177,64,58
Elija.C3,325,177,64,58
