FootSwitch.L3,0,0,120,267
FootSwitch.C3,121,0,320,267
FootSwitch.R3,442,0,120,267
FootSwitch.L2,0,468,150,170
FootSwitch.C2,152,468,208,170
FootSwitch.R2,362,468,150,170
FootSwitch.L1,513,468,170,122
FootSwitch.C1,684,468,152,122
FootSwitch.R1,837,468,170,122
Slime.L3,480,387,49,43
Slime.C3,530,387,104,43
Slime.R3,635,387,49,43
Slime.R2,937,387,68,28
Slime.C2,868,387,68,28
Slime.L2,799,387,68,28
Slime.L1,1006,387,42,17
Slime.C1,1006,405,42,17
Slime.R1,1006,423,42,17
Puddle.L3,480,431,11,24
Puddle.C3,492,431,62,24
Puddle.R3,555,431,11,24
Puddle.L2,567,431,39,16
Puddle.C2,607,431,39,16
Puddle.R2,647,431,39,16
Puddle.L1,687,431,24,10
Puddle.C1,712,431,24,10
Puddle.R1,737,431,24,10
Pit.L3,0,268,102,58
Pit.C3,103,268,275,58
Pit.R3,379,267,102,58
Pit.L4,0,327,29,30
Pit.C4,30,327,349,30
Pit.R4,380,327,29,30
Pit.L2,0,358,140,30
Pit.C2,141,358,176,30
Pit.R2,318,358,140,30
Pit.L1,0,389,157,19
Pit.C1,158,389,129,19
Pit.R1,288,389,157,19
HPit.L2,482,267,96,58
HPit.C2,579,267,275,58
HPit.R2,855,267,96,58
HPit.L3,482,326,29,29
HPit.C3,512,326,347,29
HPit.R3,860,326,29,29
HPit.L1,482,356,140,30
HPit.C1,623,356,175,30
HPit.R1,799,356,140,30
CPit.L4,0,409,29,12
CPit.C4,30,409,347,12
CPit.R4,378,409,29,12
CPit.L3,0,422,102,23
CPit.C3,103,422,273,23
CPit.R3,377,422,102,23
CPit.L2,0,446,140,12
CPit.C2,141,446,173,12
CPit.R2,315,446,140,12
CPit.L1,0,459,153,8
CPit.C1,154,459,126,8
CPit.R1,281,459,153,8
